Universe,Universe_Group,Opportunity_Type,Opportunity_Eligible,Symbol,Raw_Symbol,Name,Category,ISIN,Include,Source
Stock,NiftyMidcap150,Stock,Yes,RVNL.NS,RVNL,Rail Vikas Nigam Ltd.,Construction,INE415G01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SAIL.NS,SAIL,Steel Authority of India Ltd.,Metals & Mining,INE114A01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SBICARD.NS,SBICARD,SBI Cards and Payment Services Ltd.,Financial Services,INE018E01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SCHAEFFLER.NS,SCHAEFFLER,Schaeffler India Ltd.,Automobile and Auto Components,INE513A01022,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SJVN.NS,SJVN,SJVN Ltd.,Power,INE002L01015,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SRF.NS,SRF,SRF Ltd.,Chemicals,INE647A01010,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SUNDARMFIN.NS,SUNDARMFIN,Sundaram Finance Ltd.,Financial Services,INE660A01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SUPREMEIND.NS,SUPREMEIND,Supreme Industries Ltd.,Capital Goods,INE195A01028,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SUZLON.NS,SUZLON,Suzlon Energy Ltd.,Capital Goods,INE040H01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,SWIGGY.NS,SWIGGY,Swiggy Ltd.,Consumer Services,INE00H001014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,TATACOMM.NS,TATACOMM,Tata Communications Ltd.,Telecommunication,INE151A01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,TATAELXSI.NS,TATAELXSI,Tata Elxsi Ltd.,Information Technology,INE670A01012,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,TATAINVEST.NS,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,INE672A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,THERMAX.NS,THERMAX,Thermax Ltd.,Capital Goods,INE152A01029,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,TIINDIA.NS,TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components,INE974X01010,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,TORNTPOWER.NS,TORNTPOWER,Torrent Power Ltd.,Power,INE813H01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,UBL.NS,UBL,United Breweries Ltd.,Fast Moving Consumer Goods,INE686F01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,UNOMINDA.NS,UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components,INE405E01023,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,UPL.NS,UPL,UPL Ltd.,Chemicals,INE628A01036,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,VMM.NS,VMM,Vishal Mega Mart Ltd.,Consumer Services,INE01EA01019,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,VOLTAS.NS,VOLTAS,Voltas Ltd.,Consumer Durables,INE226A01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,WAAREEENER.NS,WAAREEENER,Waaree Energies Ltd.,Capital Goods,INE377N01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,YESBANK.NS,YESBANK,Yes Bank Ltd.,Financial Services,INE528G01035,Yes,NiftyMidcap150
Stock,NiftyNext50,Stock,Yes,ABB.NS,ABB,ABB India Ltd.,Capital Goods,INE117A01022,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,ADANIENSOL.NS,ADANIENSOL,Adani Energy Solutions Ltd.,Power,INE931S01010,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,ADANIGREEN.NS,ADANIGREEN,Adani Green Energy Ltd.,Power,INE364U01010,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,ADANIPOWER.NS,ADANIPOWER,Adani Power Ltd.,Power,INE814H01029,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,AMBUJACEM.NS,AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,INE079A01024,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,BAJAJHLDNG.NS,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,INE118A01012,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,BANKBARODA.NS,BANKBARODA,Bank of Baroda,Financial Services,INE028A01039,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,BOSCHLTD.NS,BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,INE323A01026,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,BPCL.NS,BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,INE029A01011,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,BRITANNIA.NS,BRITANNIA,Britannia Industries Ltd.,Fast Moving Consumer Goods,INE216A01030,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,CANBK.NS,CANBK,Canara Bank,Financial Services,INE476A01022,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,CGPOWER.NS,CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,INE067A01029,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,CHOLAFIN.NS,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,INE121A01024,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,CUMMINSIND.NS,CUMMINSIND,Cummins India Ltd.,Capital Goods,INE298A01020,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,DIVISLAB.NS,DIVISLAB,Divi's Laboratories Ltd.,Healthcare,INE361B01024,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,DLF.NS,DLF,DLF Ltd.,Realty,INE271C01023,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,DMART.NS,DMART,Avenue Supermarts Ltd.,Consumer Services,INE192R01011,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,ENRIN.NS,ENRIN,Siemens Energy India Ltd.,Capital Goods,INE1NPP01017,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,GAIL.NS,GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,INE129A01019,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,GODREJCP.NS,GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,INE102D01028,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,HAL.NS,HAL,Hindustan Aeronautics Ltd.,Capital Goods,INE066F01020,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,HDFCAMC.NS,HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,INE127D01025,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,HINDZINC.NS,HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,INE267A01025,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,HYUNDAI.NS,HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,INE0V6F01027,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,INDHOTEL.NS,INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,INE053A01029,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,IOC.NS,IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,INE242A01010,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,IRFC.NS,IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,INE053F01010,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,JINDALSTEL.NS,JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,INE749A01030,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,LODHA.NS,LODHA,Lodha Developers Ltd.,Realty,INE670K01029,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,LTM.NS,LTM,LTM Ltd.,Information Technology,INE214T01019,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,MAZDOCK.NS,MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,INE249Z01020,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,MOTHERSON.NS,MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,INE775A01035,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,MUTHOOTFIN.NS,MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,INE414G01012,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,PFC.NS,PFC,Power Finance Corporation Ltd.,Financial Services,INE134E01011,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,PIDILITIND.NS,PIDILITIND,Pidilite Industries Ltd.,Chemicals,INE318A01026,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,PNB.NS,PNB,Punjab National Bank,Financial Services,INE160A01022,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,RECLTD.NS,RECLTD,REC Ltd.,Financial Services,INE020B01018,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,SHREECEM.NS,SHREECEM,Shree Cement Ltd.,Construction Materials,INE070A01015,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,SIEMENS.NS,SIEMENS,Siemens Ltd.,Capital Goods,INE003A01024,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,SOLARINDS.NS,SOLARINDS,Solar Industries India Ltd.,Chemicals,INE343H01029,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,TATACAP.NS,TATACAP,Tata Capital Ltd.,Financial Services,INE976I01016,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,TATAPOWER.NS,TATAPOWER,Tata Power Co. Ltd.,Power,INE245A01021,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,TMCV.NS,TMCV,Tata Motors Ltd.,Capital Goods,INE1TAE01010,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,TORNTPHARM.NS,TORNTPHARM,Torrent Pharmaceuticals Ltd.,Healthcare,INE685A01028,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,TVSMOTOR.NS,TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,INE494B01023,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,UNIONBANK.NS,UNIONBANK,Union Bank of India,Financial Services,INE692A01016,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,UNITDSPR.NS,UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods,INE854D01024,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,VBL.NS,VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,INE200M01039,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,VEDL.NS,VEDL,Vedanta Ltd.,Metals & Mining,INE205A01025,Yes,NiftyNext50
Stock,NiftyNext50,Stock,Yes,ZYDUSLIFE.NS,ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,INE010B01027,Yes,NiftyNext50
