Symbol,Raw_Symbol,Name,Category,ISIN,ETF_Name,ETF_Category,ETF_ISIN,Suggested_AMFI_Scheme_Code,Suggested_AMFI_Scheme_Name,Suggested_NAV,Suggested_NAV_Date,Match_Score,Match_Type,Mapping_Status,Manual_AMFI_Scheme_Code,Manual_AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,Quality_Override_Notes
LICNFNHGP.NS,LICNFNHGP,LICNAMC-LICNFNHGP,Broad Market ETF,INF767K01PC8,LICNAMC-LICNFNHGP,Broad Market ETF,INF767K01PC8,136473,LIC MF Nifty 100 ETF,276.9589,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LICNMID100.NS,LICNMID100,LICNAMC-LICNMID100,Broad Market ETF,INF767K01RN1,LICNAMC-LICNMID100,Broad Market ETF,INF767K01RN1,152404,LIC MF Nifty Midcap 100 ETF,62.5371,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQGRWBEES.NS,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,Parking/Debt ETF,INF204KC1FU1,NIPPONAMC - LIQGRWBEES,Parking/Debt ETF,INF204KC1FU1,153725,Nippon India Nifty 1D Rate Liquid ETF-Growth,1045.9685,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUID.NS,LIQUID,MIRAEAMC-LIQUID,Parking/Debt ETF,INF769K01KS1,MIRAEAMC-LIQUID,Parking/Debt ETF,INF769K01KS1,151908,Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,1000.0,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUID1.NS,LIQUID1,KOTAKMAMC-KOTAKLIQ,Parking/Debt ETF,INF174KA1LV5,KOTAKMAMC-KOTAKLIQ,Parking/Debt ETF,INF174KA1LV5,151358,Kotak Nifty 1D Rate Liquid ETF,1111.7102,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDADD.NS,LIQUIDADD,DSPAMC-LIQUIDADD,Parking/Debt ETF,INF740KA1UM0,DSPAMC-LIQUIDADD,Parking/Debt ETF,INF740KA1UM0,152555,DSP BSE Liquid Rate ETF,1133.8621,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDBEES.NS,LIQUIDBEES,NIPINDETFLIQUIDBEES,Parking/Debt ETF,INF732E01037,NIPINDETFLIQUIDBEES,Parking/Debt ETF,INF732E01037,140086,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,1000.0,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDBETF.NS,LIQUIDBETF,BFAM-LIQUIDBETF,Parking/Debt ETF,INF0QA701854,BFAM-LIQUIDBETF,Parking/Debt ETF,INF0QA701854,152638,Bajaj Finserv Nifty 1D Rate Liquid ETF,1088.5329,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDCASE.NS,LIQUIDCASE,ZERODHAAMC-LIQUIDCASE,Parking/Debt ETF,INF0R8F01034,ZERODHAAMC-LIQUIDCASE,Parking/Debt ETF,INF0R8F01034,152327,Zerodha Nifty 1D Rate Liquid ETF - Growth Option,114.819,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDETF.NS,LIQUIDETF,DSPAMC-LIQUIDETF,Parking/Debt ETF,INF740KA1EU7,DSPAMC-LIQUIDETF,Parking/Debt ETF,INF740KA1EU7,142589,DSP NIFTY 1D Rate Liquid ETF,1000.0,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDIETF.NS,LIQUIDIETF,ICICIPRAMC-ICICILIQ,Parking/Debt ETF,INF109KC1KT9,ICICIPRAMC-ICICILIQ,Parking/Debt ETF,INF109KC1KT9,144947,ICICI Prudential BSE Liquid Rate ETF - IDCW,1000.0,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDPLUS.NS,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,Parking/Debt ETF,INF769K01MY5,MIRAEAMC - LIQUIDPLUS,Parking/Debt ETF,INF769K01MY5,153045,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,1092.6435,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDSBI.NS,LIQUIDSBI,SBIAMC-LIQUIDSBI,Parking/Debt ETF,INF200KA13Z8,SBIAMC-LIQUIDSBI,Parking/Debt ETF,INF200KA13Z8,152168,SBI NIFTY 1D Rate Liquid ETF - IDCW,1000.0,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LIQUIDSHRI.NS,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,Parking/Debt ETF,INF680P01422,SHRIRAM - LIQUIDSHRI,Parking/Debt ETF,INF680P01422,152741,Shriram Nifty 1D Rate Liquid ETF - Growth,1111.2874,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LOWVOL.NS,LOWVOL,MIRAEAMC-MANV30F,IT ETF,INF769K01JU9,MIRAEAMC-MANV30F,IT ETF,INF769K01JU9,151604,Mirae Asset Nifty 100 Low Volatility 30 ETF,206.6836,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LOWVOL1.NS,LOWVOL1,KOTAKMAMC-KOTAKLOVOL,Broad Market ETF,INF174KA1IY5,KOTAKMAMC-KOTAKLOVOL,Broad Market ETF,INF174KA1IY5,150000,Kotak Nifty 100 Low Volatility 30 ETF,21.1233,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LOWVOLIETF.NS,LOWVOLIETF,ICICIPruNiftyLowvol30,IT ETF,INF109KC19U5,ICICIPruNiftyLowvol30,IT ETF,INF109KC19U5,141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF,22.1821,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LTGILTBEES.NS,LTGILTBEES,NIPINDETFLONGTERMGILT,Parking/Debt ETF,INF204KB1882,NIPINDETFLONGTERMGILT,Parking/Debt ETF,INF204KB1882,139496,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,29.9202,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
LTGILTCASE.NS,LTGILTCASE,ZERODHAAMC - LTGILTCASE,Parking/Debt ETF,INF0R8F01133,ZERODHAAMC - LTGILTCASE,Parking/Debt ETF,INF0R8F01133,153811,Zerodha Nifty 8-13 Yr G-Sec ETF,30.4734,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MAFANG.NS,MAFANG,MIRAEAMC-MAFANG,International ETF,INF769K01HF4,MIRAEAMC-MAFANG,International ETF,INF769K01HF4,148927,Mirae Asset NYSE FANG + ETF,159.8231,02-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MAHKTECH.NS,MAHKTECH,MIRAEAMC-MAHKTECH,International ETF,INF769K01HS7,MIRAEAMC-MAHKTECH,International ETF,INF769K01HS7,149379,Mirae Asset Hang Seng TECH ETF,18.3474,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MAKEINDIA.NS,MAKEINDIA,MIRAEAMC-MAMFGETF,Broad Market ETF,INF769K01IB1,MIRAEAMC-MAMFGETF,Broad Market ETF,INF769K01IB1,149786,Mirae Asset Nifty India Manufacturing ETF,162.2513,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MANUFGBEES.NS,MANUFGBEES,NIPPONAMC - MANUFGBEES,Broad Market ETF,INF204KC1GH6,NIPPONAMC - MANUFGBEES,Broad Market ETF,INF204KC1GH6,153810,Nippon India Nifty India Manufacturing ETF,160.1188,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MASPTOP50.NS,MASPTOP50,MIRAEAMC-MASPTOP50,International ETF,INF769K01HP3,MIRAEAMC-MASPTOP50,International ETF,INF769K01HP3,149169,Mirae Asset S&P 500 Top 50 ETF,64.9814,02-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
METAL.NS,METAL,MIRAEAMC - METAL,Broad Market ETF,INF769K01LY7,MIRAEAMC - METAL,Broad Market ETF,INF769K01LY7,152924,Mirae Asset Nifty Metal ETF,12.7062,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
METALIETF.NS,METALIETF,ICICIPRAMC - METALIETF,Broad Market ETF,INF109KC19W1,ICICIPRAMC - METALIETF,Broad Market ETF,INF109KC19W1,152769,ICICI Prudential Nifty Metal ETF,12.6618,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MID150.NS,MID150,KOTAKMAMC - MID150,Broad Market ETF,INF174KA1VW2,KOTAKMAMC - MID150,Broad Market ETF,INF174KA1VW2,153398,Kotak Nifty Midcap 150 ETF,23.231,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MID150BEES.NS,MID150BEES,NIPINDETFMIDCAP150,Broad Market ETF,INF204KB1V68,NIPINDETFMIDCAP150,Broad Market ETF,INF204KB1V68,146271,Nippon India ETF Nifty Midcap 150,236.2543,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MID150CASE.NS,MID150CASE,ZERODHAAMC-MID150CASE,Broad Market ETF,INF0R8F01059,ZERODHAAMC-MID150CASE,Broad Market ETF,INF0R8F01059,152668,Zerodha Nifty Midcap 150 ETF,11.4932,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDCAP.NS,MIDCAP,KOTAKMAMC-KOTAKMID50,Broad Market ETF,INF174KA1ZC5,KOTAKMAMC-KOTAKMID50,Broad Market ETF,INF174KA1ZC5,149757,Kotak Nifty Midcap 50 ETF,18.1465,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDCAPADD.NS,MIDCAPADD,DSPAMC - MIDCAPADD,Broad Market ETF,INF740KA1WW5,DSPAMC - MIDCAPADD,Broad Market ETF,INF740KA1WW5,154025,DSP Nifty Midcap 150 ETF,22.9117,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDCAPBETA.NS,MIDCAPBETA,UTIAMC-MIDCAPBETA,International ETF,INF789F1AYX9,UTIAMC-MIDCAPBETA,International ETF,INF789F1AYX9,152050,UTI Nifty Midcap 150 Exchange Traded Fund,231.0166,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDCAPETF.NS,MIDCAPETF,MIRAEAMC-MAM150ETF,Broad Market ETF,INF769K01IC9,MIRAEAMC-MAM150ETF,Broad Market ETF,INF769K01IC9,149918,Mirae Asset Nifty Midcap 150 ETF,23.3689,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDCAPIETF.NS,MIDCAPIETF,ICICIPRAMC-ICICIM150,Broad Market ETF,INF109KC11W8,ICICIPRAMC-ICICIM150,Broad Market ETF,INF109KC11W8,147921,ICICI Prudential Nifty Midcap 150 ETF,23.6573,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDQ50ADD.NS,MIDQ50ADD,DSPAMC-DSPQ50ETF,IT ETF,INF740KA1ZF3,DSPAMC-DSPQ50ETF,IT ETF,INF740KA1ZF3,149403,DSP Nifty Midcap 150 Quality 50 ETF,24.6921,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDSELIETF.NS,MIDSELIETF,ICICIPruMidcapSelETF,Broad Market ETF,INF109KC10W0,ICICIPruMidcapSelETF,Broad Market ETF,INF109KC10W0,139519,ICICI Prudential BSE Midcap Select ETF,19.0707,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MIDSMALL.NS,MIDSMALL,MIRAEAMC-MIDSMALL,IT ETF,INF769K01LJ8,MIRAEAMC-MIDSMALL,IT ETF,INF769K01LJ8,152634,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,50.5719,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MNC.NS,MNC,KOTAKMAMC-KOTAKMNC,Broad Market ETF,INF174KA1JF2,KOTAKMAMC-KOTAKMNC,Broad Market ETF,INF174KA1JF2,150531,Kotak Nifty MNC ETF,33.7562,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOALPHA50.NS,MOALPHA50,MOTILALAMC - MOALPHA50,Factor ETF,INF247L01FR8,MOTILALAMC - MOALPHA50,Factor ETF,INF247L01FR8,153724,Motilal Oswal Nifty Alpha 50 ETF,53.2096,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOBANK10.NS,MOBANK10,MOTILALAMC - MOBANK10,Bank/Financial ETF,INF247L01GV8,MOTILALAMC - MOBANK10,Bank/Financial ETF,INF247L01GV8,154322,Motilal Oswal BSE Top 10 Banks ETF,17.3665,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOCAPITAL.NS,MOCAPITAL,MOTILALAMC - MOCAPITAL,IT ETF,INF247L01EV3,MOTILALAMC - MOCAPITAL,IT ETF,INF247L01EV3,153406,Motilal Oswal Nifty Capital Market ETF,55.6426,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MODEFENCE.NS,MODEFENCE,MOTILALAMC - MODEFENCE,Parking/Debt ETF,INF247L01DJ0,MOTILALAMC - MODEFENCE,Parking/Debt ETF,INF247L01DJ0,152846,Motilal Oswal Nifty India Defence ETF,105.1009,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOENERGY.NS,MOENERGY,MOTILALAMC - MOENERGY,Broad Market ETF,INF247L01GH7,MOTILALAMC - MOENERGY,Broad Market ETF,INF247L01GH7,153931,Motilal Oswal Nifty Energy ETF,39.2704,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOGOLD.NS,MOGOLD,MOTILALAMC - MOGOLD,Gold ETF,INF247L01FY4,MOTILALAMC - MOGOLD,Gold ETF,INF247L01FY4,153780,Motilal Oswal Gold ETF,143.7063,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOGSEC.NS,MOGSEC,MOTILALAMC-G5,Parking/Debt ETF,INF247L01AK4,MOTILALAMC-G5,Parking/Debt ETF,INF247L01AK4,148620,Motilal Oswal Nifty 5 year Benchmark G-sec ETF,65.0182,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOHEALTH.NS,MOHEALTH,MOTILALAMC-MOHEALTH,International ETF,INF247L01BB1,MOTILALAMC-MOHEALTH,International ETF,INF247L01BB1,150445,Motilal Oswal BSE Healthcare ETF,50.7225,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOINFRA.NS,MOINFRA,MOTILALAMC - MOINFRA,ETF,INF247L01FL1,MOTILALAMC - MOINFRA,ETF,INF247L01FL1,153564,Motilal Oswal BSE India Infrastructure ETF,62.6857,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOIPO.NS,MOIPO,MOTILALAMC - MOIPO,ETF,INF247L01GI5,MOTILALAMC - MOIPO,ETF,INF247L01GI5,154003,Motilal Oswal BSE Select IPO ETF,45.9001,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOLOWVOL.NS,MOLOWVOL,MOTILALAMC-MOLOWVOL,Broad Market ETF,INF247L01BL0,MOTILALAMC-MOLOWVOL,Broad Market ETF,INF247L01BL0,149921,Motilal Oswal BSE Low Volatility ETF,37.3083,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOM100.NS,MOM100,MotilalOsMidcap100ETF,Broad Market ETF,INF247L01023,MotilalOsMidcap100ETF,Broad Market ETF,INF247L01023,114456,Motilal Oswal Nifty Midcap 100 ETF,67.0393,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOM30IETF.NS,MOM30IETF,ICICIPRAMC-ICICIMOM30,Factor ETF,INF109KC17C7,ICICIPRAMC-ICICIMOM30,Factor ETF,INF109KC17C7,150455,ICICI Prudential Nifty 200 Momentum 30 ETF,31.0188,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOM50.NS,MOM50,MotilalOswalM50ETF,Broad Market ETF,INF247L01536,MotilalOswalM50ETF,Broad Market ETF,INF247L01536,113069,Motilal Oswal Nifty 50 ETF,253.6861,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMENTUM.NS,MOMENTUM,BIRLASLAMC-MOMENTUM,IT ETF,INF209KB14K7,BIRLASLAMC-MOMENTUM,IT ETF,INF209KB14K7,150498,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,30.8489,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMENTUM30.NS,MOMENTUM30,KOTAKMAMC - MOMENTUM30,Factor ETF,INF174KA1XS6,KOTAKMAMC - MOMENTUM30,Factor ETF,INF174KA1XS6,153904,Kotak Nifty 200 Momentum 30 ETF,30.459,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMENTUM50.NS,MOMENTUM50,MOTILALAMC - MOMENTUM50,Parking/Debt ETF,INF247L01DK8,MOTILALAMC - MOMENTUM50,Parking/Debt ETF,INF247L01DK8,152874,Motilal Oswal Nifty 500 Momentum 50 ETF,52.2813,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMGF.NS,MOMGF,MOTILALAMC - MOMGF,Broad Market ETF,INF247L01FK3,MOTILALAMC - MOMGF,Broad Market ETF,INF247L01FK3,153572,Motilal Oswal Nifty India Manufacturing ETF,159.1426,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMIDMTM.NS,MOMIDMTM,MOTILALAMC - MOMIDMTM,Factor ETF,INF247L01FQ0,MOTILALAMC - MOMIDMTM,Factor ETF,INF247L01FQ0,153694,Motilal Oswal Nifty Midcap150 Momentum 50 ETF,63.0411,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMNC.NS,MOMNC,MOTILALAMC - MOMNC,Broad Market ETF,INF247L01GK1,MOTILALAMC - MOMNC,Broad Market ETF,INF247L01GK1,154062,Motilal Oswal Nifty MNC ETF,32.7064,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOMOMENTUM.NS,MOMOMENTUM,MOTILALAMC-MOMOMENTUM,Factor ETF,INF247L01BK2,MOTILALAMC-MOMOMENTUM,Factor ETF,INF247L01BK2,149801,Motilal Oswal Nifty 200 Momentum 30 ETF,61.6651,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MON100.NS,MON100,MotilalOsNASDAQ100ETF,International ETF,INF247L01AP3,MotilalOsNASDAQ100ETF,International ETF,INF247L01AP3,114984,Motilal Oswal Nasdaq 100 ETF (MOFN100),272.7364,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MON50EQUAL.NS,MON50EQUAL,MOTILALAMC - MON50EQUAL,Broad Market ETF,INF247L01FC0,MOTILALAMC - MON50EQUAL,Broad Market ETF,INF247L01FC0,153532,MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,33.3837,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MONEXT50.NS,MONEXT50,MOTILALAMC - MONEXT50,Broad Market ETF,INF247L01FD8,MOTILALAMC - MONEXT50,Broad Market ETF,INF247L01FD8,153535,MOTILAL OSWAL NIFTY NEXT 50 ETF,72.0457,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MONIFTY100.NS,MONIFTY100,MOTILALAMC - MONIFTY100,Broad Market ETF,INF247L01GG9,MOTILALAMC - MONIFTY100,Broad Market ETF,INF247L01GG9,153928,Motilal Oswal Nifty 100 ETF,25.4315,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MONIFTY500.NS,MONIFTY500,MOTILALAMC-MONIFTY500,Broad Market ETF,INF247L01BU1,MOTILALAMC-MONIFTY500,Broad Market ETF,INF247L01BU1,152106,Motilal Oswal Nifty 500 ETF,23.7959,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MONQ50.NS,MONQ50,MOTILALAMC-MONQ50,International ETF,INF247L01AU3,MOTILALAMC-MONQ50,International ETF,INF247L01AU3,149438,Motilal Oswal Nasdaq Q50 ETF,121.0831,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOPSE.NS,MOPSE,MOTILALAMC - MOPSE,Broad Market ETF,INF247L01FO5,MOTILALAMC - MOPSE,Broad Market ETF,INF247L01FO5,153608,Motilal Oswal Nifty PSE ETF,101.5644,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOQUALITY.NS,MOQUALITY,MOTILALAMC-MOQUALITY,International ETF,INF247L01BH8,MOTILALAMC-MOQUALITY,International ETF,INF247L01BH8,150520,Motilal Oswal BSE Quality ETF,200.8565,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOREALTY.NS,MOREALTY,MOTILALAMC-MOREALTY,Broad Market ETF,INF247L01CI4,MOTILALAMC-MOREALTY,Broad Market ETF,INF247L01CI4,152541,Motilal Oswal Nifty Realty ETF,88.8992,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOSERVICE.NS,MOSERVICE,MOTILALAMC - MOSERVICE,Broad Market ETF,INF247L01GJ3,MOTILALAMC - MOSERVICE,Broad Market ETF,INF247L01GJ3,154033,Motilal Oswal Nifty Services Sector ETF,31.1929,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOSILVER.NS,MOSILVER,MOTILALAMC - MOSILVER,Silver ETF,INF247L01FZ1,MOTILALAMC - MOSILVER,Silver ETF,INF247L01FZ1,153820,Motilal Oswal Silver ETF,229.0785,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOSMALL250.NS,MOSMALL250,MOTILALAMC-MOSMALL250,Broad Market ETF,INF247L01CH6,MOTILALAMC-MOSMALL250,Broad Market ETF,INF247L01CH6,152546,Motilal Oswal Nifty Smallcap 250 ETF,18.0603,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOTOUR.NS,MOTOUR,MOTILALAMC - MOTOUR,Broad Market ETF,INF247L01FP2,MOTILALAMC - MOTOUR,Broad Market ETF,INF247L01FP2,153618,Motilal Oswal Nifty India Tourism ETF,80.8117,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MOVALUE.NS,MOVALUE,MOTILALAMC-MOVALUE,International ETF,INF247L01BE5,MOTILALAMC-MOVALUE,International ETF,INF247L01BE5,150517,Motilal Oswal BSE Enhanced Value ETF,114.387,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MSCI360.NS,MSCI360,360ONEAMC - MSCI360,ETF,INF579M01BP5,360ONEAMC - MSCI360,ETF,INF579M01BP5,154366,360 ONE MSCI India ETF,10.109,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MSCIADD.NS,MSCIADD,DSPAMC - MSCIADD,ETF,INF740KA1WV7,DSPAMC - MSCIADD,ETF,INF740KA1WV7,153975,DSP MSCI INDIA ETF,29.5769,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MSCIINDIA.NS,MSCIINDIA,KOTAKMAMC - MSCIINDIA,ETF,INF174KA1VD2,KOTAKMAMC - MSCIINDIA,ETF,INF174KA1VD2,153314,Kotak MSCI India ETF,29.865,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
MULTICAP.NS,MULTICAP,MIRAEAMC - MULTICAP,Broad Market ETF,INF769K01LX9,MIRAEAMC - MULTICAP,Broad Market ETF,INF769K01LX9,152811,Mirae Asset Nifty500 Multicap 50:25:25 ETF,16.6505,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NETF.NS,NETF,TATAAML-NETF,International ETF,INF277K015R5,TATAAML-NETF,International ETF,INF277K015R5,145801,Tata Nifty 50 Exchange Traded Fund,263.7398,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT30ADD.NS,NEXT30ADD,DSPAMC - NEXT30ADD,Broad Market ETF,INF740KA1VE5,DSPAMC - NEXT30ADD,Broad Market ETF,INF740KA1VE5,153228,DSP BSE SENSEX Next 30 ETF,42.3847,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT50.NS,NEXT50,MIRAEAMC-MANXT50,Broad Market ETF,INF769K01FN2,MIRAEAMC-MANXT50,Broad Market ETF,INF769K01FN2,147906,Mirae Asset Nifty Next 50 ETF,744.3617,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT50ADD.NS,NEXT50ADD,DSPAMC - NEXT50ADD,Broad Market ETF,INF740KA1XU7,DSPAMC - NEXT50ADD,Broad Market ETF,INF740KA1XU7,154087,DSP Nifty Next 50 ETF,72.4818,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT50BETA.NS,NEXT50BETA,UTIAMC -NEXT50BETA,Broad Market ETF,INF789F1AUW9,UTIAMC -NEXT50BETA,Broad Market ETF,INF789F1AUW9,141665,UTI Nifty Next 50 Exchange Traded Fund,77.8888,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT50ETF.NS,NEXT50ETF,KOTAKMAMC - NEXT50ETF,Broad Market ETF,INF174KA1YO3,KOTAKMAMC - NEXT50ETF,Broad Market ETF,INF174KA1YO3,154101,Kotak Nifty Next 50 ETF,72.635,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NEXT50IETF.NS,NEXT50IETF,ICICIPRAMC-ICICINXT50,Broad Market ETF,INF109KC1NS5,ICICIPRAMC-ICICINXT50,Broad Market ETF,INF109KC1NS5,144587,ICICI Prudential Nifty Next 50 ETF,76.091,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIF100BEES.NS,NIF100BEES,NIPINDETFNIFTY100,Broad Market ETF,INF204K014N5,NIPINDETFNIFTY100,Broad Market ETF,INF204K014N5,121146,Nippon India ETF Nifty 100,268.1474,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIF100IETF.NS,NIF100IETF,ICICIPruNifty100ETF,Broad Market ETF,INF109KC16V9,ICICIPruNifty100ETF,Broad Market ETF,INF109KC16V9,123004,ICICI Prudential Nifty 100 ETF,28.2061,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTY1.NS,NIFTY1,KotakNiftyETF,Broad Market ETF,INF174K014P6,KotakNiftyETF,Broad Market ETF,INF174K014P6,112351,Kotak Nifty 50 ETF,268.8466,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTY100EW.NS,NIFTY100EW,KOTAKMAMC - NIFTY100EW,Broad Market ETF,INF174KA1UW4,KOTAKMAMC - NIFTY100EW,Broad Market ETF,INF174KA1UW4,153315,Kotak Nifty 100 Equal Weight ETF,34.94,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYADD.NS,NIFTYADD,DSPAMC - DSPNIFTY,Broad Market ETF,INF740KA1CL0,DSPAMC - DSPNIFTY,Broad Market ETF,INF740KA1CL0,149392,DSP Nifty 50 ETF,255.2555,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYAXIS.NS,NIFTYAXIS,AXISAMC-NIFTYAXIS,Broad Market ETF,INF846K01W98,AXISAMC-NIFTYAXIS,Broad Market ETF,INF846K01W98,141545,Axis Nifty 50 ETF,268.1908,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYBEES.NS,NIFTYBEES,NIPINDETFNIFTYBEES,Broad Market ETF,INF204KB14I2,NIPINDETFNIFTYBEES,Broad Market ETF,INF204KB14I2,140084,Nippon India ETF Nifty 50 BeES,276.0381,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYBETA.NS,NIFTYBETA,UTIAMC-NIFTYBETA,Broad Market ETF,INF789F1AZC0,UTIAMC-NIFTYBETA,Broad Market ETF,INF789F1AZC0,135320,UTI Nifty 50 ETF,268.6392,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
