Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
GOLDIETF.NS,GOLDIETF,ICICIPrudGoldETF,ETF,Commodity ETF,INF109KC1NT3,113076,ICICI Prudential Gold ETF,124.3907,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.24,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWCAPM.NS,GROWWCAPM,GROWWAMC - GROWWCAPM,ETF,Equity ETF,INF666M01MM4,153907,Groww Nifty Capital Markets ETF,11.678,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2053.62,0.009,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWCHEM.NS,GROWWCHEM,GROWWAMC - GROWWCHEM,ETF,Equity ETF,INF666M01NP5,154111,Groww Nifty Chemicals ETF,29.9985,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,626.97,,,-0.0039,Nifty Chemicals TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:41
GROWWDEFNC.NS,GROWWDEFNC,GROWWAMC - GROWWDEFNC,ETF,Equity ETF,INF666M01IO8,152845,Groww Nifty India Defence ETF,95.6212,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,26618.13,0.0089,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWEV.NS,GROWWEV,GROWWAMC - GROWWEV,ETF,Equity ETF,INF666M01IH2,152764,GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,31.3472,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,25676.35,0.0038,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWGOLD.NS,GROWWGOLD,GROWWAMC - GROWWGOLD,ETF,Commodity ETF,INF666M01OE7,152957,Groww Gold ETF,14.1991,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,41468.53,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWHOSPI.NS,GROWWHOSPI,GROWWAMC - GROWWHOSPI,ETF,Equity ETF,INF666M01OD9,154199,Groww BSE Hospitals ETF,54.7054,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,726.19,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
GROWWLIQID.NS,GROWWLIQID,GROWWAMC - GROWWLIQID,ETF,Parking/Debt ETF,INF666M01IP5,152891,Groww Nifty 1D Rate Liquid ETF,109.74,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,8719.71,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWLOVOL.NS,GROWWLOVOL,GROWWAMC - GROWWLOVOL,ETF,Equity ETF,INF666M01LB9,153583,Groww Nifty 500 Low Volatility 50 ETF,10.3396,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,443.02,0.0081,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWMC150.NS,GROWWMC150,GROWWAMC - GROWWMC150,ETF,Equity ETF,INF666M01MV5,153940,Groww Nifty Midcap 150 ETF,229.2175,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,570.37,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWMETAL.NS,GROWWMETAL,GROWWAMC - GROWWMETAL,ETF,Equity ETF,INF666M01NI0,154034,Groww Nifty Metal ETF,11.9948,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3054.2,0.0034,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWMOM50.NS,GROWWMOM50,GROWWAMC - GROWWMOM50,ETF,Equity ETF,INF666M01KJ4,153452,Groww Nifty 500 Momentum 50 ETF,10.5827,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2163.35,0.0088,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWN200.NS,GROWWN200,GROWWAMC - GROWWN200,ETF,Equity ETF,INF666M01JV1,153329,Groww Nifty 200 ETF,11.3493,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1476.81,,,-0.0029,Nifty 200 Index TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:41
GROWWNET.NS,GROWWNET,GROWWAMC - GROWWNET,ETF,Equity ETF,INF666M01LI4,153625,Groww Nifty India Internet ETF,9.6154,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2489.49,0.0021,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWNIFTY.NS,GROWWNIFTY,GROWWAMC - GROWWNIFTY,ETF,Equity ETF,INF666M01LL8,153699,Groww Nifty 50 ETF,9.7931,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1915.74,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWNXT50.NS,GROWWNXT50,GROWWAMC - GROWWNXT50,ETF,Equity ETF,INF666M01LZ8,153785,Groww Nifty Next 50 ETF,72.4482,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,749.76,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWPOWER.NS,GROWWPOWER,GROWWAMC - GROWWPOWER,ETF,Equity ETF,INF666M01LM6,153744,Groww BSE Power ETF,11.8013,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9878.25,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
GROWWPSE.NS,GROWWPSE,GROWWAMC - GROWWPSE,ETF,Equity ETF,INF666M01NQ3,154163,Groww Nifty PSE ETF,100.3445,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,954.32,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWPSUBK.NS,GROWWPSUBK,GROWWAMC - GROWWPSUBK,ETF,Equity ETF,INF666M01OG2,154277,Groww Nifty PSU Bank ETF,84.4023,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,48.2,0.0085,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWRAIL.NS,GROWWRAIL,GROWWAMC - GROWWRAIL,ETF,Equity ETF,INF666M01JJ6,153229,Groww Nifty India Railways PSU ETF,29.3758,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13476.18,0.009,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWRLTY.NS,GROWWRLTY,GROWWAMC - GROWWRLTY,ETF,Equity ETF,INF666M01MN2,153899,Groww Nifty Realty ETF,9.9586,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1068.03,0.0074,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GROWWSC250.NS,GROWWSC250,GROWWAMC - GROWWSC250,ETF,Equity ETF,INF666M01MO0,153923,Groww Nifty Smallcap250 ETF,10.375,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1224.1,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
GROWWSLVR.NS,GROWWSLVR,GROWWAMC - GROWWSLVR,ETF,Commodity ETF,INF666M01OF4,153524,Groww Silver ETF,22.7171,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,36792.85,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GSEC10ABSL.NS,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,ETF,Parking/Debt ETF,INF209KC1142,152802,Aditya Birla Sun Life Crisil 10 Year Gilt ETF,112.8217,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3184.31,0.0007,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GSEC10IETF.NS,GSEC10IETF,ICICIPRAMC-ICICI10GS,ETF,Parking/Debt ETF,INF109KC18O0,151196,ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,264.8384,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,66059.86,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
GSEC10YEAR.NS,GSEC10YEAR,MIRAEAMC-MAGS813ETF,ETF,Parking/Debt ETF,INF769K01KF8,151695,Mirae Asset Nifty 8-13 yr Gsec ETF,30.4211,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9394.14,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
GSEC5IETF.NS,GSEC5IETF,ICICIPRAMC-ICICI5GSEC,ETF,Parking/Debt ETF,INF109KC14A8,149928,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,65.9792,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1925.48,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCBSE500.NS,HDFCBSE500,HDFCAMC-HDFCBSE500,ETF,International ETF,INF179KC1EZ4,151376,HDFC BSE 500 ETF - Growth Option,37.3669,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1973.4,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
HDFCGOLD.NS,HDFCGOLD,HDFCGoldETF,ETF,Commodity ETF,INF179KC1981,113049,HDFC Gold ETF - Growth Option,124.0954,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.23,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
HDFCGROWTH.NS,HDFCGROWTH,HDFCAMC-HDFCGROWTH,ETF,Parking/Debt ETF,INF179KC1DJ0,150621,HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,113.8076,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1761.13,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCLIQUID.NS,HDFCLIQUID,HDFCAMC-HDFCLIQUID,ETF,Parking/Debt ETF,INF179KC1JG3,153403,HDFC NIFTY 1D RATE LIQUID ETF GROWTH,1067.6036,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,8640.91,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCLOWVOL.NS,HDFCLOWVOL,HDFCAMC-HDFCLOWVOL,ETF,Equity ETF,INF179KC1HU8,150658,HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,20.6462,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1259.26,0.0079,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCMID150.NS,HDFCMID150,HDFCAMC-HDFCMID150,ETF,Equity ETF,INF179KC1HT0,151374,HDFC NIFTY Midcap 150 ETF - Growth Option,23.1514,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,11030.16,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCMOMENT.NS,HDFCMOMENT,HDFCAMC-HDFCMOMENT,ETF,Equity ETF,INF179KC1HV6,150657,HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option,30.7464,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9372.05,0.0086,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCNEXT50.NS,HDFCNEXT50,HDFCAMC-HDFCNEXT50,ETF,Equity ETF,INF179KC1HS2,150477,HDFC NIFTY NEXT 50 ETF - Growth Option,73.7388,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9777.91,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCNIF100.NS,HDFCNIF100,HDFCAMC-HDFCNIF100,ETF,Equity ETF,INF179KC1HR4,150476,HDFC NIFTY 100 ETF - Growth Option,26.1278,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4160.83,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
HDFCNIFBAN.NS,HDFCNIFBAN,HDFCAMC-HDFCNIFBAN,ETF,Equity ETF,INF179KC1HY0,148461,HDFC NIFTY Bank ETF - GROWTH,59.6346,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,40055.67,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCNIFIT.NS,HDFCNIFIT,HDFCAMC-HDFCNIFIT,ETF,Equity ETF,INF179KC1IA8,150801,HDFC NIFTY IT ETF - Growth option,29.2639,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5880.51,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:41
HDFCNIFTY.NS,HDFCNIFTY,HDFCAMC-HDFCNIFTY,ETF,Equity ETF,INF179KC1965,135853,HDFC NIFTY 50 ETF - Growth Plan,273.0594,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,97044.57,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCPSUBK.NS,HDFCPSUBK,HDFCAMCHDFCPSUBK,ETF,Equity ETF,INF179KC1HW4,152350,HDFC NIFTY PSU BANK ETF,85.1218,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3108.78,0.0085,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:41
HDFCPVTBAN.NS,HDFCPVTBAN,HDFCAMC-HDFCPVTBAN,ETF,Equity ETF,INF179KC1HZ7,150802,HDFC NIFTY Private Bank ETF - Growth Option,28.7272,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,34607.29,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HDFCQUAL.NS,HDFCQUAL,HDFCAMC-HDFCQUAL,ETF,Parking/Debt ETF,INF179KC1DL6,150620,HDFC NIFTY100 QUALITY 30 ETF - Growth Option,57.3697,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2052.44,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HDFCSENSEX.NS,HDFCSENSEX,HDFCAMC-HDFCSENSEX,ETF,Equity ETF,INF179KC1HX2,135854,HDFC BSE Sensex ETF - Growth Plan,88.0861,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,53248.61,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HDFCSILVER.NS,HDFCSILVER,HDFCAMC-HDFCSILVER,ETF,Parking/Debt ETF,INF179KC1DI2,150556,HDFC Silver ETF - Growth Option,221.6785,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:42
HDFCSML250.NS,HDFCSML250,HDFCAMC-HDFCSML250,ETF,Equity ETF,INF179KC1FB2,151375,HDFC NIFTY Smallcap 250 ETF - Growth Option,181.1351,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4067.81,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
