Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
LOWVOLIETF.NS,LOWVOLIETF,ICICIPruNiftyLowvol30,ETF,Equity ETF,INF109KC19U5,141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF,22.1821,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,17138.7,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LTGILTBEES.NS,LTGILTBEES,NIPINDETFLONGTERMGILT,ETF,Parking/Debt ETF,INF204KB1882,139496,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,29.9202,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,,,,-0.0019,NIFTY 8-13 yr G-Sec Index,,,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.55,AUM missing; TER missing,2026-07-04 05:36:45
LTGILTCASE.NS,LTGILTCASE,ZERODHAAMC - LTGILTCASE,ETF,Parking/Debt ETF,INF0R8F01133,153811,Zerodha Nifty 8-13 Yr G-Sec ETF,30.4734,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,10051.18,0.0009,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MAFANG.NS,MAFANG,MIRAEAMC-MAFANG,ETF,International ETF,INF769K01HF4,148927,Mirae Asset NYSE FANG + ETF,159.8231,02-Jul-2026,AMFI_NAVAll,ISIN,1.0,,0.0035,,,Other Scheme - FoF Domestic,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.6,AUM missing; Tracking quality metric missing,2026-07-04 05:36:45
MAHKTECH.NS,MAHKTECH,MIRAEAMC-MAHKTECH,ETF,International ETF,INF769K01HS7,149379,Mirae Asset Hang Seng TECH ETF,18.3474,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,40577.51,0.005,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MAKEINDIA.NS,MAKEINDIA,MIRAEAMC-MAMFGETF,ETF,Equity ETF,INF769K01IB1,149786,Mirae Asset Nifty India Manufacturing ETF,162.2513,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,23267.89,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MANUFGBEES.NS,MANUFGBEES,NIPPONAMC - MANUFGBEES,ETF,Equity ETF,INF204KC1GH6,153810,Nippon India Nifty India Manufacturing ETF,160.1188,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,958.65,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MASPTOP50.NS,MASPTOP50,MIRAEAMC-MASPTOP50,ETF,International ETF,INF769K01HP3,149169,Mirae Asset S&P 500 Top 50 ETF,64.9814,02-Jul-2026,AMFI_NAVAll,ISIN,1.0,99266.66,0.0054,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
METAL.NS,METAL,MIRAEAMC - METAL,ETF,Equity ETF,INF769K01LY7,152924,Mirae Asset Nifty Metal ETF,12.7062,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,36642.69,0.0034,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
METALIETF.NS,METALIETF,ICICIPRAMC - METALIETF,ETF,Equity ETF,INF109KC19W1,152769,ICICI Prudential Nifty Metal ETF,12.6618,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,93502.39,0.0034,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MID150.NS,MID150,KOTAKMAMC - MID150,ETF,Equity ETF,INF174KA1VW2,153398,Kotak Nifty Midcap 150 ETF,23.231,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,684.02,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MID150BEES.NS,MID150BEES,NIPINDETFMIDCAP150,ETF,Equity ETF,INF204KB1V68,146271,Nippon India ETF Nifty Midcap 150,236.2543,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,30304.36,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MID150CASE.NS,MID150CASE,ZERODHAAMC-MID150CASE,ETF,Equity ETF,INF0R8F01059,152668,Zerodha Nifty Midcap 150 ETF,11.4932,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19371.99,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDCAP.NS,MIDCAP,KOTAKMAMC-KOTAKMID50,ETF,Equity ETF,INF174KA1ZC5,149757,Kotak Nifty Midcap 50 ETF,18.1465,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,16213.68,0.0156,,,Equity Scheme - Mid Cap Fund,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDCAPADD.NS,MIDCAPADD,DSPAMC - MIDCAPADD,ETF,Equity ETF,INF740KA1WW5,154025,DSP Nifty Midcap 150 ETF,22.9117,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,722.02,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDCAPBETA.NS,MIDCAPBETA,UTIAMC-MIDCAPBETA,ETF,International ETF,INF789F1AYX9,152050,UTI Nifty Midcap 150 Exchange Traded Fund,231.0166,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1244.16,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDCAPETF.NS,MIDCAPETF,MIRAEAMC-MAM150ETF,ETF,Equity ETF,INF769K01IC9,149918,Mirae Asset Nifty Midcap 150 ETF,23.3689,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,30304.36,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDCAPIETF.NS,MIDCAPIETF,ICICIPRAMC-ICICIM150,ETF,Equity ETF,INF109KC11W8,147921,ICICI Prudential Nifty Midcap 150 ETF,23.6573,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,60786.06,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDQ50ADD.NS,MIDQ50ADD,DSPAMC-DSPQ50ETF,ETF,Equity ETF,INF740KA1ZF3,149403,DSP Nifty Midcap 150 Quality 50 ETF,24.6921,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9705.85,0.008,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol),auto_amfi_ter_tracking_latest.csv (Import Symbol),,,auto_amfi_ter_tracking_latest.csv (Import Symbol),0.85,Complete,2026-07-04 05:36:45
MIDSELIETF.NS,MIDSELIETF,ICICIPruMidcapSelETF,ETF,Equity ETF,INF109KC10W0,139519,ICICI Prudential BSE Midcap Select ETF,19.0707,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9176.28,0.0013,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MIDSMALL.NS,MIDSMALL,MIRAEAMC-MIDSMALL,ETF,Equity ETF,INF769K01LJ8,152634,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,50.5719,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,38205.43,0.0037,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MNC.NS,MNC,KOTAKMAMC-KOTAKMNC,ETF,Equity ETF,INF174KA1JF2,150531,Kotak Nifty MNC ETF,33.7562,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4057.69,0.0166,,,Equity Scheme - Sectoral/ Thematic,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOALPHA50.NS,MOALPHA50,MOTILALAMC - MOALPHA50,ETF,Equity ETF,INF247L01FR8,153724,Motilal Oswal Nifty Alpha 50 ETF,53.2096,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,570.48,0.0086,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOBANK10.NS,MOBANK10,MOTILALAMC - MOBANK10,ETF,Equity ETF,INF247L01GV8,154322,Motilal Oswal BSE Top 10 Banks ETF,17.3665,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1720.42,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOCAPITAL.NS,MOCAPITAL,MOTILALAMC - MOCAPITAL,ETF,Equity ETF,INF247L01EV3,153406,Motilal Oswal Nifty Capital Market ETF,55.6426,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,12127.44,0.0045,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MODEFENCE.NS,MODEFENCE,MOTILALAMC - MODEFENCE,ETF,Parking/Debt ETF,INF247L01DJ0,152846,Motilal Oswal Nifty India Defence ETF,105.1009,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,31823.45,0.0089,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOENERGY.NS,MOENERGY,MOTILALAMC - MOENERGY,ETF,Equity ETF,INF247L01GH7,153931,Motilal Oswal Nifty Energy ETF,39.2704,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4221.13,0.0018,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOGOLD.NS,MOGOLD,MOTILALAMC - MOGOLD,ETF,Commodity ETF,INF247L01FY4,153780,Motilal Oswal Gold ETF,143.7063,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,10959.26,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOGSEC.NS,MOGSEC,MOTILALAMC-G5,ETF,Parking/Debt ETF,INF247L01AK4,148620,Motilal Oswal Nifty 5 year Benchmark G-sec ETF,65.0182,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,15345.98,0.0021,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOHEALTH.NS,MOHEALTH,MOTILALAMC-MOHEALTH,ETF,International ETF,INF247L01BB1,150445,Motilal Oswal BSE Healthcare ETF,50.7225,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4125.93,0.0088,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOINFRA.NS,MOINFRA,MOTILALAMC - MOINFRA,ETF,Equity ETF,INF247L01FL1,153564,Motilal Oswal BSE India Infrastructure ETF,62.6857,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,204.1,0.0088,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOIPO.NS,MOIPO,MOTILALAMC - MOIPO,ETF,Equity ETF,INF247L01GI5,154003,Motilal Oswal BSE Select IPO ETF,45.9001,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,478.52,0.0028,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOLOWVOL.NS,MOLOWVOL,MOTILALAMC-MOLOWVOL,ETF,Equity ETF,INF247L01BL0,149921,Motilal Oswal BSE Low Volatility ETF,37.3083,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,6866.05,0.0032,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOM100.NS,MOM100,MotilalOsMidcap100ETF,ETF,Equity ETF,INF247L01023,114456,Motilal Oswal Nifty Midcap 100 ETF,67.0393,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,75905.08,0.002,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOM30IETF.NS,MOM30IETF,ICICIPRAMC-ICICIMOM30,ETF,Equity ETF,INF109KC17C7,150455,ICICI Prudential Nifty 200 Momentum 30 ETF,31.0188,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,54590.84,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOM50.NS,MOM50,MotilalOswalM50ETF,ETF,Equity ETF,INF247L01536,113069,Motilal Oswal Nifty 50 ETF,253.6861,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5672.3,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOMENTUM.NS,MOMENTUM,BIRLASLAMC-MOMENTUM,ETF,Equity ETF,INF209KB14K7,150498,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,30.8489,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4358.49,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOMENTUM30.NS,MOMENTUM30,KOTAKMAMC - MOMENTUM30,ETF,Equity ETF,INF174KA1XS6,153904,Kotak Nifty 200 Momentum 30 ETF,30.459,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,698.31,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
MOMENTUM50.NS,MOMENTUM50,MOTILALAMC - MOMENTUM50,ETF,Parking/Debt ETF,INF247L01DK8,152874,Motilal Oswal Nifty 500 Momentum 50 ETF,52.2813,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,27583.19,0.0088,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOMGF.NS,MOMGF,MOTILALAMC - MOMGF,ETF,Equity ETF,INF247L01FK3,153572,Motilal Oswal Nifty India Manufacturing ETF,159.1426,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,176.85,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOMIDMTM.NS,MOMIDMTM,MOTILALAMC - MOMIDMTM,ETF,Equity ETF,INF247L01FQ0,153694,Motilal Oswal Nifty Midcap150 Momentum 50 ETF,63.0411,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2477.3,0.009,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOMNC.NS,MOMNC,MOTILALAMC - MOMNC,ETF,Equity ETF,INF247L01GK1,154062,Motilal Oswal Nifty MNC ETF,32.7064,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,242.32,0.0045,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOMOMENTUM.NS,MOMOMENTUM,MOTILALAMC-MOMOMENTUM,ETF,Equity ETF,INF247L01BK2,149801,Motilal Oswal Nifty 200 Momentum 30 ETF,61.6651,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,12257.75,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MON100.NS,MON100,MotilalOsNASDAQ100ETF,ETF,International ETF,INF247L01AP3,114984,Motilal Oswal Nasdaq 100 ETF (MOFN100),272.7364,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.11,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:46
